TrainNo,TrainName,TrainType,BlockNo,IB,ETANS,ETADS,CurrentSpeed,DFNS,CurrentDelay,DwellTime,BlockLen,ApproachingBlockNo,AdvanceBlockNo,RunningStatus,HaltStation,PFNo
11223,Capital Express,Express,8,False,2023-09-10 09:58:00,2023-09-10 09:59:01,65,32.1,26.6,0,1093,7,9,False,,
ARMY12,Army Supply Special,Military,14,False,2023-09-10 09:15:22,2023-09-10 09:15:45,92,3.9,43.1,0,585,13,15,True,,
MEDICAL2,Lifeline Express,Medical,12,False,2023-09-10 10:20:19,2023-09-10 10:21:38,85,3.5,43.0,0,1872,11,13,True,,
ARMY24,Army Special,Military,23,True,2023-09-10 07:08:10,2023-09-10 07:08:10,0,1.0,30.8,191,591,22,24,False,Delhi Sarai Rohilla,2.0
ARMY24,Army Special,Military,24,False,2023-09-10 09:48:41,2023-09-10 09:49:22,90,24.5,1.1,0,1037,23,25,False,,
ARMY12,Army Supply Special,Military,9,False,2023-09-10 10:53:23,2023-09-10 10:54:47,96,46.8,38.8,0,2236,8,10,True,,
ARMY24,Army Special,Military,13,False,2023-09-10 10:04:11,2023-09-10 10:05:23,54,7.9,25.8,0,1074,12,14,False,,
76543,Gurugram SF 2,Superfast,24,False,2023-09-10 07:50:45,2023-09-10 07:51:30,84,24.3,44.1,0,1060,23,25,True,,
14789,Dayabasti Local,Passenger,18,True,2023-09-10 09:25:00,2023-09-10 09:25:00,0,42.7,23.7,0,1644,17,19,True,,
98765,Kirti-Sarai Passenger,Passenger,20,False,2023-09-10 07:05:39,2023-09-10 07:06:19,86,23.5,36.5,0,953,19,21,True,,
14567,Patel Nagar Passenger,Passenger,1,False,2023-09-10 09:25:42,2023-09-10 09:26:24,92,20.8,39.1,0,1082,0,2,True,,
76543,Gurugram SF 2,Superfast,19,False,2023-09-10 06:02:53,2023-09-10 06:03:47,110,13.3,12.8,0,1636,18,20,True,,
MEDICAL2,Lifeline Express,Medical,8,False,2023-09-10 07:37:09,2023-09-10 07:38:18,106,2.0,5.5,0,2039,7,9,True,,
ARMY12,Army Supply Special,Military,17,False,2023-09-10 09:32:25,2023-09-10 09:33:50,103,38.4,39.9,0,2439,16,18,True,,
12016,Delhi Sarai Rohilla Express,Express,19,False,2023-09-10 07:05:36,2023-09-10 07:08:12,43,17.1,7.4,0,1869,18,20,True,,
ARMY24,Army Special,Military,19,False,2023-09-10 10:52:19,2023-09-10 10:53:39,60,47.6,28.0,0,1328,18,20,False,,
ARMY12,Army Supply Special,Military,8,False,2023-09-10 07:39:51,2023-09-10 07:40:42,92,44.7,27.1,0,1306,7,9,True,,
ARMY24,Army Special,Military,9,False,2023-09-10 07:11:47,2023-09-10 07:12:35,44,7.2,23.1,0,582,8,10,False,,
22345,Old Delhi Passenger,Passenger,4,False,2023-09-10 07:21:26,2023-09-10 07:22:52,54,8.2,35.2,0,1292,3,5,True,,
98765,Kirti-Sarai Passenger,Passenger,2,False,2023-09-10 07:22:55,2023-09-10 07:23:50,94,24.0,34.8,0,1448,1,3,True,,
11223,Capital Express,Express,20,False,2023-09-10 08:03:25,2023-09-10 08:03:51,89,26.7,7.3,0,640,19,21,False,,
MEDICAL2,Lifeline Express,Medical,18,True,2023-09-10 10:02:00,2023-09-10 10:02:00,0,31.7,34.7,0,2118,17,19,True,,
98765,Kirti-Sarai Passenger,Passenger,19,False,2023-09-10 08:53:23,2023-09-10 08:54:47,52,36.5,18.3,0,1212,18,20,True,,
12016,Delhi Sarai Rohilla Express,Express,17,False,2023-09-10 09:38:30,2023-09-10 09:39:01,90,40.9,16.4,0,772,16,18,True,,
MEDICAL2,Lifeline Express,Medical,18,False,2023-09-10 10:52:29,2023-09-10 10:52:59,100,13.1,19.2,0,826,17,19,True,,
22345,Old Delhi Passenger,Passenger,24,False,2023-09-10 08:14:14,2023-09-10 08:15:29,40,34.7,22.4,0,830,23,25,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,13,False,2023-09-10 10:09:30,2023-09-10 10:10:01,55,34.0,36.1,0,470,12,14,True,,
11223,Capital Express,Express,3,False,2023-09-10 09:34:08,2023-09-10 09:35:17,64,34.7,2.2,0,1218,2,4,False,,
12015,Gurugram Superfast,Superfast,16,False,2023-09-10 06:39:16,2023-09-10 06:41:33,55,20.5,19.4,0,2087,15,17,True,,
12015,Gurugram Superfast,Superfast,20,False,2023-09-10 08:35:20,2023-09-10 08:36:40,64,41.8,27.1,0,1425,19,21,True,,
12016,Delhi Sarai Rohilla Express,Express,12,False,2023-09-10 06:21:06,2023-09-10 06:22:13,105,18.8,9.8,0,1942,11,13,True,,
ARMY24,Army Special,Military,7,False,2023-09-10 07:51:54,2023-09-10 07:53:48,51,31.3,32.6,0,1619,6,8,False,,
12016,Delhi Sarai Rohilla Express,Express,12,False,2023-09-10 07:11:40,2023-09-10 07:14:21,56,22.5,34.8,0,2500,11,13,True,,
11223,Capital Express,Express,15,True,2023-09-10 09:29:07,2023-09-10 09:29:07,0,11.8,42.8,188,1036,14,16,False,Shakur Basti,4.0
12015,Gurugram Superfast,Superfast,17,False,2023-09-10 06:17:37,2023-09-10 06:18:15,57,2.9,2.9,0,595,16,18,True,,
99999,Kirti Nagar Express,Express,23,False,2023-09-10 07:21:06,2023-09-10 07:23:12,58,0.7,26.6,0,2034,22,24,True,,
11223,Capital Express,Express,9,False,2023-09-10 06:31:19,2023-09-10 06:31:39,85,43.9,34.9,0,466,8,10,False,,
12016,Delhi Sarai Rohilla Express,Express,5,False,2023-09-10 09:30:26,2023-09-10 09:31:53,44,40.3,43.8,0,1062,4,6,True,,
12016,Delhi Sarai Rohilla Express,Express,8,False,2023-09-10 08:47:51,2023-09-10 08:49:42,68,1.4,1.3,0,2100,7,9,True,,
99999,Kirti Nagar Express,Express,17,True,2023-09-10 09:45:48,2023-09-10 09:45:48,0,46.2,34.8,168,1408,16,18,True,Shakur Basti,2.0
12016,Delhi Sarai Rohilla Express,Express,16,False,2023-09-10 10:04:56,2023-09-10 10:06:53,47,41.1,41.3,0,1521,15,17,True,,
99999,Kirti Nagar Express,Express,7,False,2023-09-10 09:12:29,2023-09-10 09:12:58,63,6.5,5.8,0,509,6,8,True,,
12016,Delhi Sarai Rohilla Express,Express,7,False,2023-09-10 09:15:37,2023-09-10 09:16:15,71,41.4,33.4,0,740,6,8,True,,
98765,Kirti-Sarai Passenger,Passenger,19,True,2023-09-10 08:20:00,2023-09-10 08:20:00,0,19.9,29.4,0,1107,18,20,True,,
99999,Kirti Nagar Express,Express,12,False,2023-09-10 06:18:21,2023-09-10 06:19:42,94,34.8,11.4,0,2119,11,13,True,,
14789,Dayabasti Local,Passenger,15,False,2023-09-10 10:21:13,2023-09-10 10:22:27,42,21.8,14.1,0,861,14,16,True,,
11223,Capital Express,Express,3,False,2023-09-10 08:21:38,2023-09-10 08:22:16,108,7.8,28.1,0,1153,2,4,False,,
ARMY24,Army Special,Military,3,False,2023-09-10 06:16:19,2023-09-10 06:18:39,61,15.6,28.2,0,2365,2,4,False,,
ARMY12,Army Supply Special,Military,16,False,2023-09-10 10:46:55,2023-09-10 10:47:51,40,28.5,8.4,0,618,15,17,True,,
76543,Gurugram SF 2,Superfast,14,False,2023-09-10 06:44:52,2023-09-10 06:46:45,53,28.0,26.6,0,1661,13,15,True,,
76543,Gurugram SF 2,Superfast,10,False,2023-09-10 08:32:24,2023-09-10 08:32:49,92,8.9,17.4,0,638,9,11,True,,
99999,Kirti Nagar Express,Express,24,False,2023-09-10 07:29:26,2023-09-10 07:30:52,57,13.1,13.7,0,1365,23,25,True,,
11223,Capital Express,Express,17,False,2023-09-10 10:42:58,2023-09-10 10:43:56,83,40.1,31.2,0,1346,16,18,False,,
14567,Patel Nagar Passenger,Passenger,3,False,2023-09-10 06:28:51,2023-09-10 06:29:43,68,11.1,13.8,0,979,2,4,True,,
14567,Patel Nagar Passenger,Passenger,20,False,2023-09-10 10:43:10,2023-09-10 10:44:21,87,34.1,19.8,0,1709,19,21,True,,
99999,Kirti Nagar Express,Express,25,True,2023-09-10 09:38:16,2023-09-10 09:38:16,0,8.3,38.9,137,607,24,0,True,Delhi Sarai Rohilla,5.0
ARMY12,Army Supply Special,Military,8,False,2023-09-10 08:10:41,2023-09-10 08:13:22,49,4.9,36.4,0,2193,7,9,True,,
98765,Kirti-Sarai Passenger,Passenger,2,False,2023-09-10 10:27:51,2023-09-10 10:28:42,56,41.5,44.1,0,795,1,3,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,19,False,2023-09-10 07:20:15,2023-09-10 07:21:31,60,2.0,15.1,0,1265,18,20,True,,
ARMY24,Army Special,Military,22,True,2023-09-10 10:17:30,2023-09-10 10:17:30,0,30.0,27.2,90,1799,21,23,False,Delhi Sarai Rohilla,5.0
99999,Kirti Nagar Express,Express,16,False,2023-09-10 06:56:25,2023-09-10 06:56:50,96,9.0,22.8,0,668,15,17,True,,
12016,Delhi Sarai Rohilla Express,Express,7,False,2023-09-10 06:07:31,2023-09-10 06:08:03,107,37.0,5.1,0,941,6,8,True,,
12016,Delhi Sarai Rohilla Express,Express,14,False,2023-09-10 07:55:47,2023-09-10 07:57:35,47,49.2,44.1,0,1407,13,15,True,,
11223,Capital Express,Express,7,True,2023-09-10 07:17:16,2023-09-10 07:17:16,0,24.0,27.7,256,1522,6,8,False,Kirti Nagar,3.0
11223,Capital Express,Express,13,True,2023-09-10 08:58:13,2023-09-10 08:58:13,0,2.8,35.8,193,1340,12,14,False,Dayabasti,4.0
ARMY12,Army Supply Special,Military,5,False,2023-09-10 09:35:20,2023-09-10 09:36:40,84,32.5,9.4,0,1874,4,6,True,,
MEDICAL2,Lifeline Express,Medical,7,False,2023-09-10 07:32:52,2023-09-10 07:34:44,68,1.2,23.8,0,2118,6,8,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,24,False,2023-09-10 11:01:35,2023-09-10 11:03:10,75,27.4,1.0,0,1980,23,25,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,4,False,2023-09-10 10:37:09,2023-09-10 10:39:18,67,26.8,28.7,0,2410,3,5,True,,
12015,Gurugram Superfast,Superfast,9,False,2023-09-10 07:09:59,2023-09-10 07:11:58,68,45.0,37.2,0,2256,8,10,True,,
76543,Gurugram SF 2,Superfast,23,False,2023-09-10 06:13:54,2023-09-10 06:14:49,64,1.0,43.3,0,969,22,24,True,,
99999,Kirti Nagar Express,Express,17,False,2023-09-10 06:40:41,2023-09-10 06:41:22,77,25.7,39.1,0,883,16,18,True,,
ARMY24,Army Special,Military,9,False,2023-09-10 06:50:27,2023-09-10 06:50:54,101,0.4,28.6,0,767,8,10,False,,
12016,Delhi Sarai Rohilla Express,Express,4,False,2023-09-10 08:49:25,2023-09-10 08:50:51,78,24.4,8.9,0,1853,3,5,True,,
12016,Delhi Sarai Rohilla Express,Express,11,True,2023-09-10 08:34:06,2023-09-10 08:34:06,0,4.7,13.3,126,1909,10,12,True,Patel Nagar,6.0
76543,Gurugram SF 2,Superfast,4,True,2023-09-10 07:28:22,2023-09-10 07:28:22,0,48.5,36.6,83,2004,3,5,True,Gurugram,3.0
MEDICAL2,Lifeline Express,Medical,2,False,2023-09-10 08:39:43,2023-09-10 08:41:26,50,48.6,10.0,0,1435,1,3,True,,
14789,Dayabasti Local,Passenger,17,False,2023-09-10 10:52:36,2023-09-10 10:54:12,65,46.6,0.1,0,1742,16,18,True,,
14789,Dayabasti Local,Passenger,15,False,2023-09-10 07:42:14,2023-09-10 07:43:29,41,40.5,5.0,0,854,14,16,True,,
14789,Dayabasti Local,Passenger,7,False,2023-09-10 07:20:15,2023-09-10 07:21:30,93,25.5,28.2,0,1949,6,8,True,,
ARMY12,Army Supply Special,Military,15,False,2023-09-10 09:56:34,2023-09-10 09:57:09,107,35.0,32.8,0,1032,14,16,True,,
12016,Delhi Sarai Rohilla Express,Express,3,False,2023-09-10 07:53:50,2023-09-10 07:54:41,81,0.7,36.6,0,1143,2,4,True,,
ARMY24,Army Special,Military,13,False,2023-09-10 08:41:34,2023-09-10 08:42:08,43,29.4,27.6,0,409,12,14,False,,
14789,Dayabasti Local,Passenger,3,False,2023-09-10 08:10:38,2023-09-10 08:12:17,78,26.4,20.3,0,2138,2,4,True,,
MEDICAL2,Lifeline Express,Medical,20,False,2023-09-10 06:21:29,2023-09-10 06:23:59,49,13.6,17.2,0,2036,19,21,True,,
14567,Patel Nagar Passenger,Passenger,9,False,2023-09-10 08:44:28,2023-09-10 08:44:56,54,42.8,3.3,0,426,8,10,True,,
ARMY24,Army Special,Military,13,False,2023-09-10 06:51:56,2023-09-10 06:54:53,49,25.2,44.0,0,2409,12,14,False,,
14789,Dayabasti Local,Passenger,21,True,2023-09-10 07:38:51,2023-09-10 07:38:51,0,22.8,27.5,291,766,20,22,True,Delhi Sarai Rohilla,3.0
11223,Capital Express,Express,14,False,2023-09-10 10:49:17,2023-09-10 10:49:35,102,44.1,33.9,0,496,13,15,False,,
11223,Capital Express,Express,17,False,2023-09-10 07:15:22,2023-09-10 07:15:45,97,26.7,33.8,0,610,16,18,False,,
12016,Delhi Sarai Rohilla Express,Express,7,False,2023-09-10 10:12:01,2023-09-10 10:13:03,95,22.5,1.0,0,1628,6,8,True,,
22345,Old Delhi Passenger,Passenger,19,True,2023-09-10 07:25:00,2023-09-10 07:25:00,0,13.8,42.7,0,972,18,20,True,,
14567,Patel Nagar Passenger,Passenger,20,False,2023-09-10 08:30:02,2023-09-10 08:31:04,92,3.9,13.6,0,1592,19,21,True,,
12016,Delhi Sarai Rohilla Express,Express,5,False,2023-09-10 06:17:13,2023-09-10 06:18:26,87,17.2,33.1,0,1771,4,6,True,,
ARMY12,Army Supply Special,Military,20,False,2023-09-10 07:12:21,2023-09-10 07:12:43,101,19.3,7.7,0,616,19,21,True,,
11223,Capital Express,Express,2,False,2023-09-10 07:52:42,2023-09-10 07:53:25,46,30.6,29.4,0,549,1,3,False,,
76543,Gurugram SF 2,Superfast,22,False,2023-09-10 08:30:28,2023-09-10 08:30:56,89,36.0,26.7,0,696,21,23,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,25,True,2023-09-10 08:12:45,2023-09-10 08:12:45,0,20.4,13.0,165,1325,24,0,True,Delhi Sarai Rohilla,2.0
76543,Gurugram SF 2,Superfast,5,False,2023-09-10 07:37:55,2023-09-10 07:39:51,44,24.1,32.3,0,1413,4,6,True,,
12016,Delhi Sarai Rohilla Express,Express,1,False,2023-09-10 10:04:41,2023-09-10 10:06:22,85,27.8,33.8,0,2394,0,2,True,,
98765,Kirti-Sarai Passenger,Passenger,14,False,2023-09-10 10:13:47,2023-09-10 10:15:35,73,47.3,38.2,0,2183,13,15,True,,
22345,Old Delhi Passenger,Passenger,16,False,2023-09-10 07:40:38,2023-09-10 07:43:16,43,24.8,38.4,0,1891,15,17,True,,
ARMY12,Army Supply Special,Military,23,False,2023-09-10 11:01:14,2023-09-10 11:02:28,62,43.9,43.9,0,1281,22,24,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,23,False,2023-09-10 07:37:06,2023-09-10 07:38:12,49,39.0,5.1,0,899,22,24,True,,
22345,Old Delhi Passenger,Passenger,21,False,2023-09-10 10:12:40,2023-09-10 10:15:21,47,4.4,41.8,0,2101,20,22,True,,
12016,Delhi Sarai Rohilla Express,Express,1,False,2023-09-10 08:11:36,2023-09-10 08:13:13,60,27.6,30.5,0,1613,0,2,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,4,False,2023-09-10 09:39:38,2023-09-10 09:41:17,59,47.3,41.3,0,1622,3,5,True,,
99999,Kirti Nagar Express,Express,16,False,2023-09-10 06:15:44,2023-09-10 06:17:29,53,44.4,24.2,0,1544,15,17,True,,
ARMY12,Army Supply Special,Military,18,True,2023-09-10 10:22:00,2023-09-10 10:22:00,0,49.4,10.2,0,1981,17,19,True,,
99999,Kirti Nagar Express,Express,13,False,2023-09-10 07:18:05,2023-09-10 07:20:10,66,26.7,7.6,0,2295,12,14,True,,
14789,Dayabasti Local,Passenger,16,False,2023-09-10 09:37:47,2023-09-10 09:38:35,107,7.8,8.2,0,1417,15,17,True,,
98765,Kirti-Sarai Passenger,Passenger,18,False,2023-09-10 06:38:46,2023-09-10 06:40:32,58,26.5,24.8,0,1708,17,19,True,,
99999,Kirti Nagar Express,Express,4,False,2023-09-10 07:10:19,2023-09-10 07:10:38,107,47.4,1.8,0,574,3,5,True,,
99999,Kirti Nagar Express,Express,10,True,2023-09-10 10:52:37,2023-09-10 10:52:37,0,27.8,5.9,157,852,9,11,True,Patel Nagar,4.0
22345,Old Delhi Passenger,Passenger,6,True,2023-09-10 10:03:57,2023-09-10 10:03:57,0,9.2,10.3,297,2027,5,7,True,Kirti Nagar,3.0
76543,Gurugram SF 2,Superfast,16,True,2023-09-10 08:44:55,2023-09-10 08:44:55,0,33.9,43.8,296,1009,15,17,True,Shakur Basti,3.0
98765,Kirti-Sarai Passenger,Passenger,21,True,2023-09-10 10:24:04,2023-09-10 10:24:04,0,3.8,1.3,185,2379,20,22,True,Delhi Sarai Rohilla,5.0
12016,Delhi Sarai Rohilla Express,Express,19,False,2023-09-10 07:31:02,2023-09-10 07:32:04,49,39.8,37.5,0,850,18,20,True,,
98765,Kirti-Sarai Passenger,Passenger,4,False,2023-09-10 08:42:07,2023-09-10 08:43:15,108,5.6,35.7,0,2027,3,5,True,,
14567,Patel Nagar Passenger,Passenger,9,False,2023-09-10 09:35:27,2023-09-10 09:36:55,41,42.9,40.2,0,999,8,10,True,,
22345,Old Delhi Passenger,Passenger,12,False,2023-09-10 07:37:28,2023-09-10 07:37:57,107,10.0,22.8,0,855,11,13,True,,
22345,Old Delhi Passenger,Passenger,4,False,2023-09-10 06:23:06,2023-09-10 06:25:13,43,27.7,36.0,0,1511,3,5,True,,
14567,Patel Nagar Passenger,Passenger,3,False,2023-09-10 10:16:55,2023-09-10 10:18:51,51,46.1,37.2,0,1643,2,4,True,,
12015,Gurugram Superfast,Superfast,25,False,2023-09-10 08:14:14,2023-09-10 08:15:28,42,43.9,35.7,0,868,24,0,True,,
22345,Old Delhi Passenger,Passenger,6,False,2023-09-10 09:10:40,2023-09-10 09:13:21,50,31.4,5.8,0,2231,5,7,True,,
76543,Gurugram SF 2,Superfast,13,False,2023-09-10 07:10:47,2023-09-10 07:11:35,65,15.9,32.6,0,860,12,14,True,,
98765,Kirti-Sarai Passenger,Passenger,8,False,2023-09-10 10:03:44,2023-09-10 10:04:29,73,6.8,20.0,0,904,7,9,True,,
99999,Kirti Nagar Express,Express,3,False,2023-09-10 09:00:08,2023-09-10 09:02:17,42,39.1,36.0,0,1502,2,4,True,,
76543,Gurugram SF 2,Superfast,16,False,2023-09-10 10:16:51,2023-09-10 10:18:43,49,37.8,19.2,0,1518,15,17,True,,
11223,Capital Express,Express,24,False,2023-09-10 06:16:28,2023-09-10 06:16:56,55,44.8,20.7,0,433,23,25,False,,
12015,Gurugram Superfast,Superfast,20,True,2023-09-10 06:16:45,2023-09-10 06:16:45,0,2.7,31.4,285,1577,19,21,True,Delhi Sarai Rohilla,6.0
12016,Delhi Sarai Rohilla Express,Express,16,False,2023-09-10 07:44:12,2023-09-10 07:46:24,42,25.1,26.1,0,1543,15,17,True,,
76543,Gurugram SF 2,Superfast,22,False,2023-09-10 08:50:24,2023-09-10 08:53:49,43,23.4,27.1,0,2447,21,23,True,,
MEDICAL2,Lifeline Express,Medical,10,False,2023-09-10 07:49:00,2023-09-10 07:50:00,75,36.9,5.2,0,1251,9,11,True,,
22345,Old Delhi Passenger,Passenger,1,False,2023-09-10 10:41:54,2023-09-10 10:43:48,46,36.7,4.7,0,1457,0,2,True,,
ARMY12,Army Supply Special,Military,24,False,2023-09-10 10:17:21,2023-09-10 10:17:42,99,30.2,20.6,0,587,23,25,True,,
98765,Kirti-Sarai Passenger,Passenger,8,False,2023-09-10 09:57:27,2023-09-10 09:57:54,76,3.5,0.5,0,572,7,9,True,,
76543,Gurugram SF 2,Superfast,11,False,2023-09-10 09:59:20,2023-09-10 10:00:40,83,4.8,1.6,0,1855,10,12,True,,
11223,Capital Express,Express,16,False,2023-09-10 08:50:03,2023-09-10 08:51:06,106,25.5,11.1,0,1863,15,17,False,,
12015,Gurugram Superfast,Superfast,17,False,2023-09-10 06:58:19,2023-09-10 07:00:39,46,31.3,40.5,0,1786,16,18,True,,
76543,Gurugram SF 2,Superfast,3,False,2023-09-10 06:02:32,2023-09-10 06:03:05,48,7.7,41.7,0,434,2,4,True,,
12016,Delhi Sarai Rohilla Express,Express,2,False,2023-09-10 06:45:13,2023-09-10 06:47:26,62,0.7,22.1,0,2299,1,3,True,,
14567,Patel Nagar Passenger,Passenger,7,False,2023-09-10 09:57:40,2023-09-10 09:59:21,89,39.0,2.9,0,2488,6,8,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,12,False,2023-09-10 06:45:35,2023-09-10 06:46:10,66,38.9,23.2,0,646,11,13,True,,
MEDICAL2,Lifeline Express,Medical,11,False,2023-09-10 09:35:13,2023-09-10 09:37:26,63,15.5,10.3,0,2333,10,12,True,,
99999,Kirti Nagar Express,Express,16,True,2023-09-10 09:45:00,2023-09-10 09:45:00,0,1.9,21.2,60,980,15,17,True,Shakur Basti,1.0
99999,Kirti Nagar Express,Express,11,False,2023-09-10 10:15:40,2023-09-10 10:16:21,65,15.3,16.6,0,735,10,12,True,,
14789,Dayabasti Local,Passenger,16,False,2023-09-10 10:46:59,2023-09-10 10:47:59,76,10.9,6.4,0,1265,15,17,True,,
ARMY12,Army Supply Special,Military,14,True,2023-09-10 06:20:58,2023-09-10 06:20:58,0,33.9,27.8,178,1016,13,15,True,Dayabasti,3.0
MEDICAL2,Lifeline Express,Medical,15,False,2023-09-10 08:54:18,2023-09-10 08:55:36,106,1.6,43.1,0,2306,14,16,True,,
12015,Gurugram Superfast,Superfast,7,False,2023-09-10 10:24:34,2023-09-10 10:26:09,91,47.9,33.9,0,2394,6,8,True,,
98765,Kirti-Sarai Passenger,Passenger,18,True,2023-09-10 06:06:00,2023-09-10 06:06:00,0,15.1,4.5,0,1368,17,19,True,,
ARMY12,Army Supply Special,Military,25,False,2023-09-10 06:05:23,2023-09-10 06:06:47,64,6.9,28.1,0,1490,24,0,True,,
14567,Patel Nagar Passenger,Passenger,16,False,2023-09-10 08:32:04,2023-09-10 08:35:09,45,45.0,32.0,0,2308,15,17,True,,
76543,Gurugram SF 2,Superfast,9,False,2023-09-10 06:22:31,2023-09-10 06:24:03,92,41.3,0.9,0,2346,8,10,True,,
12016,Delhi Sarai Rohilla Express,Express,4,False,2023-09-10 08:35:10,2023-09-10 08:36:21,109,40.3,44.9,0,2138,3,5,True,,
76543,Gurugram SF 2,Superfast,1,False,2023-09-10 08:42:43,2023-09-10 08:43:26,70,26.6,10.7,0,840,0,2,True,,
11223,Capital Express,Express,2,True,2023-09-10 08:42:52,2023-09-10 08:42:52,0,5.5,12.4,292,2115,1,3,False,Gurugram,5.0
12016,Delhi Sarai Rohilla Express,Express,13,False,2023-09-10 10:52:42,2023-09-10 10:53:24,57,31.1,0.9,0,670,12,14,True,,
14567,Patel Nagar Passenger,Passenger,7,False,2023-09-10 06:46:21,2023-09-10 06:47:42,102,42.9,33.5,0,2300,6,8,True,,
11223,Capital Express,Express,15,False,2023-09-10 06:33:15,2023-09-10 06:33:31,110,37.6,20.7,0,479,14,16,False,,
99999,Kirti Nagar Express,Express,23,False,2023-09-10 07:17:10,2023-09-10 07:19:21,66,28.6,21.2,0,2393,22,24,True,,
ARMY12,Army Supply Special,Military,7,False,2023-09-10 07:57:34,2023-09-10 07:59:09,89,12.1,20.3,0,2340,6,8,True,,
76543,Gurugram SF 2,Superfast,3,True,2023-09-10 09:07:31,2023-09-10 09:07:31,0,22.1,23.8,271,1467,2,4,True,Gurugram,5.0
76543,Gurugram SF 2,Superfast,5,False,2023-09-10 10:25:43,2023-09-10 10:27:27,81,47.5,18.4,0,2340,4,6,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,20,False,2023-09-10 10:59:11,2023-09-10 11:00:23,79,22.4,20.5,0,1572,19,21,True,,
14567,Patel Nagar Passenger,Passenger,23,False,2023-09-10 09:15:04,2023-09-10 09:16:08,70,28.8,33.7,0,1249,22,24,True,,
14789,Dayabasti Local,Passenger,10,True,2023-09-10 10:01:07,2023-09-10 10:01:07,0,44.2,12.4,68,2417,9,11,True,Patel Nagar,1.0
14567,Patel Nagar Passenger,Passenger,3,False,2023-09-10 08:03:54,2023-09-10 08:05:48,70,44.0,38.3,0,2217,2,4,True,,
98765,Kirti-Sarai Passenger,Passenger,6,False,2023-09-10 08:27:41,2023-09-10 08:29:22,80,13.7,0.9,0,2245,5,7,True,,
ARMY12,Army Supply Special,Military,9,False,2023-09-10 07:05:31,2023-09-10 07:06:02,90,30.3,33.3,0,787,8,10,True,,
11223,Capital Express,Express,22,False,2023-09-10 08:40:33,2023-09-10 08:41:07,45,11.5,28.2,0,420,21,23,False,,
12015,Gurugram Superfast,Superfast,19,False,2023-09-10 09:16:24,2023-09-10 09:16:48,91,24.7,32.6,0,616,18,20,True,,
98765,Kirti-Sarai Passenger,Passenger,18,False,2023-09-10 10:41:58,2023-09-10 10:43:56,52,6.9,6.8,0,1706,17,19,True,,
76543,Gurugram SF 2,Superfast,4,False,2023-09-10 09:17:57,2023-09-10 09:18:54,105,36.5,40.8,0,1671,3,5,True,,
ARMY24,Army Special,Military,13,False,2023-09-10 09:38:02,2023-09-10 09:39:05,63,16.7,4.9,0,1094,12,14,False,,
11223,Capital Express,Express,16,False,2023-09-10 09:39:35,2023-09-10 09:41:10,62,10.2,11.7,0,1638,15,17,False,,
14567,Patel Nagar Passenger,Passenger,20,False,2023-09-10 06:51:20,2023-09-10 06:52:40,48,48.8,21.1,0,1069,19,21,True,,
14567,Patel Nagar Passenger,Passenger,19,False,2023-09-10 07:19:25,2023-09-10 07:20:50,96,35.0,12.9,0,2277,18,20,True,,
99999,Kirti Nagar Express,Express,2,False,2023-09-10 09:12:14,2023-09-10 09:12:29,101,45.0,15.7,0,409,1,3,True,,
12015,Gurugram Superfast,Superfast,19,True,2023-09-10 08:45:00,2023-09-10 08:45:00,0,22.3,7.2,0,1325,18,20,True,,
ARMY12,Army Supply Special,Military,23,False,2023-09-10 06:59:35,2023-09-10 07:01:11,64,14.7,43.4,0,1700,22,24,True,,
12016,Delhi Sarai Rohilla Express,Express,12,True,2023-09-10 10:39:42,2023-09-10 10:39:42,0,31.0,6.1,282,1394,11,13,True,Patel Nagar,1.0
11223,Capital Express,Express,15,False,2023-09-10 07:58:36,2023-09-10 08:00:13,76,40.1,30.3,0,2039,14,16,False,,
MEDICAL2,Lifeline Express,Medical,19,False,2023-09-10 08:46:25,2023-09-10 08:47:51,68,7.8,33.4,0,1619,18,20,True,,
11223,Capital Express,Express,20,False,2023-09-10 07:53:28,2023-09-10 07:53:57,98,49.9,11.2,0,776,19,21,False,,
98765,Kirti-Sarai Passenger,Passenger,25,False,2023-09-10 10:58:46,2023-09-10 10:59:32,106,25.2,0.5,0,1358,24,0,True,,
22345,Old Delhi Passenger,Passenger,18,False,2023-09-10 06:24:36,2023-09-10 06:27:13,43,15.1,6.3,0,1875,17,19,True,,
ARMY24,Army Special,Military,19,True,2023-09-10 09:11:00,2023-09-10 09:11:00,0,0.3,23.5,0,834,18,20,False,,
12016,Delhi Sarai Rohilla Express,Express,3,True,2023-09-10 07:41:09,2023-09-10 07:41:09,0,36.3,22.2,129,1127,2,4,True,Gurugram,4.0
14567,Patel Nagar Passenger,Passenger,19,False,2023-09-10 06:31:29,2023-09-10 06:31:58,66,47.7,5.2,0,537,18,20,True,,
