TrainNo,TrainName,TrainType,BlockNo,IB,ETANS,ETADS,CurrentSpeed,DFNS,CurrentDelay,DwellTime,BlockLen,ApproachingBlockNo,AdvanceBlockNo,RunningStatus,HaltStation,PFNo
14567,Patel Nagar Passenger,Passenger,25,FALSE,2023-09-10 06:29:00,2023-09-10 08:01:00,52,14.4,27.3,0,2222,24,0,TRUE,NA,NA
ARMY24,Army Special,Military,19,FALSE,2023-09-10 07:13:00,2023-09-10 07:34:00,96,13.0,20.5,0,827,18,20,FALSE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,12,FALSE,2023-09-10 08:12:00,2023-09-10 10:38:00,49,38.3,18.1,0,508,11,13,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,9,FALSE,2023-09-10 10:05:00,2023-09-10 07:09:00,81,36.1,22.0,0,1820,8,10,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,2,FALSE,2023-09-10 06:52:00,2023-09-10 06:57:00,63,37.3,33.2,0,2333,1,3,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,2,FALSE,2023-09-10 08:54:00,2023-09-10 08:10:00,65,47.2,23.1,0,1567,1,3,TRUE,NA,NA
ARMY12,Army Supply Special,Military,24,FALSE,2023-09-10 06:14:00,2023-09-10 08:34:00,63,46.3,21.6,0,481,23,25,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,5,FALSE,2023-09-10 10:56:00,2023-09-10 09:44:00,48,40.3,42.0,0,755,4,6,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,11,FALSE,2023-09-10 09:46:00,2023-09-10 09:10:00,103,5.1,1.0,0,1571,10,12,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,4,FALSE,2023-09-10 07:46:00,2023-09-10 08:08:00,62,18.0,11.9,0,1498,3,5,TRUE,NA,NA
ARMY12,Army Supply Special,Military,5,FALSE,2023-09-10 10:10:00,2023-09-10 07:33:00,75,44.4,4.1,0,2139,4,6,TRUE,NA,NA
99999,Kirti Nagar Express,Express,13,TRUE,2023-09-10 06:16:00,2023-09-10 06:24:00,0,46.1,37.5,226,420,12,14,TRUE,Dayabasti,5
MEDICAL1,Sanjeevani Medical Express,Medical,5,FALSE,2023-09-10 11:00:00,2023-09-10 08:59:00,90,46.0,33.6,0,971,4,6,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,17,FALSE,2023-09-10 08:42:00,2023-09-10 09:56:00,57,11.0,2.8,0,531,16,18,TRUE,NA,NA
99999,Kirti Nagar Express,Express,14,FALSE,2023-09-10 10:55:00,2023-09-10 06:25:00,88,13.5,14.6,0,1078,13,15,TRUE,NA,NA
99999,Kirti Nagar Express,Express,14,FALSE,2023-09-10 09:25:00,2023-09-10 08:32:00,59,41.8,43.6,0,2250,13,15,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,14,TRUE,2023-09-10 10:30:00,2023-09-10 10:28:00,0,10.9,36.1,76,1766,13,15,TRUE,Dayabasti,4
12016,Delhi Sarai Rohilla Express,Express,19,FALSE,2023-09-10 09:20:00,2023-09-10 09:06:00,70,25.5,12.5,0,1762,18,20,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,6,FALSE,2023-09-10 10:29:00,2023-09-10 07:06:00,45,38.5,20.9,0,1943,5,7,TRUE,NA,NA
99999,Kirti Nagar Express,Express,8,FALSE,2023-09-10 08:04:00,2023-09-10 10:44:00,80,4.0,21.4,0,2160,7,9,TRUE,NA,NA
ARMY24,Army Special,Military,15,FALSE,2023-09-10 07:27:00,2023-09-10 06:37:00,95,22.4,36.9,0,1764,14,16,FALSE,NA,NA
11223,Capital Express,Express,15,TRUE,2023-09-10 10:30:00,2023-09-10 09:19:00,0,5.6,39.6,275,2136,14,16,FALSE,Shakur Basti,2
99999,Kirti Nagar Express,Express,23,FALSE,2023-09-10 07:20:00,2023-09-10 06:18:00,65,40.5,34.5,0,1011,22,24,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,11,TRUE,2023-09-10 06:13:00,2023-09-10 09:14:00,0,19.8,30.7,93,478,10,12,TRUE,Patel Nagar,5
ARMY12,Army Supply Special,Military,9,FALSE,2023-09-10 07:18:00,2023-09-10 09:17:00,72,33.2,32.1,0,2114,8,10,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,3,TRUE,2023-09-10 10:41:00,2023-09-10 06:30:00,0,37.0,15.9,70,2269,2,4,TRUE,Gurugram,3
MEDICAL1,Sanjeevani Medical Express,Medical,2,FALSE,2023-09-10 09:21:00,2023-09-10 08:11:00,76,26.6,20.7,0,477,1,3,TRUE,NA,NA
ARMY12,Army Supply Special,Military,25,FALSE,2023-09-10 10:29:00,2023-09-10 07:34:00,83,27.5,36.5,0,2467,24,0,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,11,FALSE,2023-09-10 10:33:00,2023-09-10 06:01:00,65,20.4,15.6,0,1903,10,12,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,8,FALSE,2023-09-10 09:01:00,2023-09-10 09:09:00,42,10.1,18.1,0,1513,7,9,TRUE,NA,NA
14789,Dayabasti Local,Passenger,24,TRUE,2023-09-10 07:03:00,2023-09-10 10:31:00,0,44.0,5.2,108,853,23,25,TRUE,Delhi Sarai Rohilla,5
ARMY24,Army Special,Military,13,FALSE,2023-09-10 06:36:00,2023-09-10 10:38:00,109,19.9,1.5,0,1973,12,14,FALSE,NA,NA
22345,Old Delhi Passenger,Passenger,5,FALSE,2023-09-10 06:59:00,2023-09-10 08:01:00,83,3.3,7.4,0,2298,4,6,TRUE,NA,NA
ARMY24,Army Special,Military,25,FALSE,2023-09-10 09:22:00,2023-09-10 10:51:00,74,24.8,20.3,0,1067,24,0,FALSE,NA,NA
11223,Capital Express,Express,19,FALSE,2023-09-10 10:53:00,2023-09-10 09:56:00,75,1.4,44.7,0,1725,18,20,FALSE,NA,NA
22345,Old Delhi Passenger,Passenger,22,FALSE,2023-09-10 08:37:00,2023-09-10 08:25:00,49,19.7,9.0,0,496,21,23,TRUE,NA,NA
ARMY12,Army Supply Special,Military,3,FALSE,2023-09-10 09:45:00,2023-09-10 08:45:00,81,32.0,30.3,0,2235,2,4,TRUE,NA,NA
99999,Kirti Nagar Express,Express,7,FALSE,2023-09-10 08:11:00,2023-09-10 07:21:00,88,46.9,0.5,0,1156,6,8,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,10,FALSE,2023-09-10 10:30:00,2023-09-10 10:59:00,41,29.5,37.1,0,2375,9,11,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,2,FALSE,2023-09-10 06:59:00,2023-09-10 06:18:00,98,7.0,14.6,0,1131,1,3,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,23,FALSE,2023-09-10 10:09:00,2023-09-10 10:10:00,75,35.1,37.6,0,1239,22,24,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,16,FALSE,2023-09-10 11:00:00,2023-09-10 09:38:00,108,16.7,15.4,0,1688,15,17,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,25,FALSE,2023-09-10 10:24:00,2023-09-10 09:00:00,61,0.1,44.4,0,1957,24,0,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,23,FALSE,2023-09-10 09:05:00,2023-09-10 10:28:00,40,25.4,33.1,0,2034,22,24,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,13,FALSE,2023-09-10 06:12:00,2023-09-10 07:10:00,95,7.5,18.8,0,2187,12,14,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,17,FALSE,2023-09-10 07:26:00,2023-09-10 06:03:00,101,7.2,30.7,0,1638,16,18,TRUE,NA,NA
11223,Capital Express,Express,18,FALSE,2023-09-10 07:19:00,2023-09-10 10:52:00,105,32.4,12.9,0,1000,17,19,FALSE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,24,FALSE,2023-09-10 06:27:00,2023-09-10 07:44:00,100,33.2,14.3,0,1867,23,25,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,10,FALSE,2023-09-10 09:54:00,2023-09-10 10:41:00,66,34.8,4.6,0,1931,9,11,TRUE,NA,NA
99999,Kirti Nagar Express,Express,1,FALSE,2023-09-10 10:44:00,2023-09-10 10:45:00,47,24.0,41.2,0,2226,0,2,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,3,FALSE,2023-09-10 09:14:00,2023-09-10 09:46:00,110,34.2,16.3,0,1324,2,4,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,13,FALSE,2023-09-10 06:15:00,2023-09-10 06:04:00,71,19.1,29.8,0,2178,12,14,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,12,FALSE,2023-09-10 10:17:00,2023-09-10 08:54:00,95,25.5,15.0,0,2405,11,13,TRUE,NA,NA
14789,Dayabasti Local,Passenger,8,TRUE,2023-09-10 09:38:00,2023-09-10 09:19:00,0,23.3,14.6,261,642,7,9,TRUE,Kirti Nagar,1
11223,Capital Express,Express,4,FALSE,2023-09-10 10:56:00,2023-09-10 07:59:00,77,16.8,28.9,0,614,3,5,FALSE,NA,NA
99999,Kirti Nagar Express,Express,16,FALSE,2023-09-10 08:35:00,2023-09-10 08:38:00,40,47.0,26.3,0,2418,15,17,TRUE,NA,NA
14789,Dayabasti Local,Passenger,8,FALSE,2023-09-10 10:27:00,2023-09-10 10:56:00,47,47.8,2.8,0,2205,7,9,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,12,FALSE,2023-09-10 08:27:00,2023-09-10 07:07:00,86,20.6,32.1,0,744,11,13,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,4,FALSE,2023-09-10 06:18:00,2023-09-10 08:44:00,80,36.1,12.6,0,1679,3,5,TRUE,NA,NA
14789,Dayabasti Local,Passenger,1,FALSE,2023-09-10 08:48:00,2023-09-10 09:24:00,53,41.4,36.9,0,1461,0,2,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,2,FALSE,2023-09-10 08:30:00,2023-09-10 07:15:00,59,1.7,35.8,0,1009,1,3,TRUE,NA,NA
11223,Capital Express,Express,8,FALSE,2023-09-10 09:57:00,2023-09-10 09:48:00,65,32.1,26.6,0,1093,7,9,FALSE,NA,NA
ARMY12,Army Supply Special,Military,14,FALSE,2023-09-10 09:15:00,2023-09-10 08:03:00,92,3.9,43.1,0,585,13,15,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,12,FALSE,2023-09-10 10:19:00,2023-09-10 10:19:00,85,3.5,43.0,0,1872,11,13,TRUE,NA,NA
ARMY24,Army Special,Military,23,TRUE,2023-09-10 07:05:00,2023-09-10 09:19:00,0,1.0,30.8,191,591,22,24,FALSE,Delhi Sarai Rohilla,2
ARMY24,Army Special,Military,24,FALSE,2023-09-10 09:48:00,2023-09-10 10:34:00,90,24.5,1.1,0,1037,23,25,FALSE,NA,NA
ARMY12,Army Supply Special,Military,9,FALSE,2023-09-10 10:52:00,2023-09-10 06:22:00,96,46.8,38.8,0,2236,8,10,TRUE,NA,NA
ARMY24,Army Special,Military,13,FALSE,2023-09-10 10:03:00,2023-09-10 06:44:00,54,7.9,25.8,0,1074,12,14,FALSE,NA,NA
76543,Gurugram SF 2,Superfast,24,FALSE,2023-09-10 07:50:00,2023-09-10 08:59:00,84,24.3,44.1,0,1060,23,25,TRUE,NA,NA
14789,Dayabasti Local,Passenger,18,TRUE,2023-09-10 09:25:00,2023-09-10 06:26:00,0,42.7,23.7,0,1644,17,19,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,20,FALSE,2023-09-10 07:05:00,2023-09-10 07:53:00,86,23.5,36.5,0,953,19,21,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,1,FALSE,2023-09-10 09:25:00,2023-09-10 07:47:00,92,20.8,39.1,0,1082,0,2,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,19,FALSE,2023-09-10 06:02:00,2023-09-10 09:25:00,110,13.3,12.8,0,1636,18,20,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,8,FALSE,2023-09-10 07:36:00,2023-09-10 10:38:00,106,2.0,5.5,0,2039,7,9,TRUE,NA,NA
ARMY12,Army Supply Special,Military,17,FALSE,2023-09-10 09:31:00,2023-09-10 06:19:00,103,38.4,39.9,0,2439,16,18,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,19,FALSE,2023-09-10 07:03:00,2023-09-10 07:31:00,43,17.1,7.4,0,1869,18,20,TRUE,NA,NA
ARMY24,Army Special,Military,19,FALSE,2023-09-10 10:51:00,2023-09-10 08:25:00,60,47.6,28.0,0,1328,18,20,FALSE,NA,NA
ARMY12,Army Supply Special,Military,8,FALSE,2023-09-10 07:39:00,2023-09-10 10:02:00,92,44.7,27.1,0,1306,7,9,TRUE,NA,NA
ARMY24,Army Special,Military,9,FALSE,2023-09-10 07:11:00,2023-09-10 08:10:00,44,7.2,23.1,0,582,8,10,FALSE,NA,NA
22345,Old Delhi Passenger,Passenger,4,FALSE,2023-09-10 07:20:00,2023-09-10 06:08:00,54,8.2,35.2,0,1292,3,5,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,2,FALSE,2023-09-10 07:22:00,2023-09-10 09:35:00,94,24.0,34.8,0,1448,1,3,TRUE,NA,NA
11223,Capital Express,Express,20,FALSE,2023-09-10 08:03:00,2023-09-10 06:04:00,89,26.7,7.3,0,640,19,21,FALSE,NA,NA
MEDICAL2,Lifeline Express,Medical,18,TRUE,2023-09-10 10:02:00,2023-09-10 09:39:00,0,31.7,34.7,0,2118,17,19,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,19,FALSE,2023-09-10 08:52:00,2023-09-10 07:44:00,52,36.5,18.3,0,1212,18,20,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,17,FALSE,2023-09-10 09:38:00,2023-09-10 08:15:00,90,40.9,16.4,0,772,16,18,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,18,FALSE,2023-09-10 10:52:00,2023-09-10 07:05:00,100,13.1,19.2,0,826,17,19,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,24,FALSE,2023-09-10 08:13:00,2023-09-10 10:28:00,40,34.7,22.4,0,830,23,25,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,13,FALSE,2023-09-10 10:09:00,2023-09-10 09:05:00,55,34.0,36.1,0,470,12,14,TRUE,NA,NA
11223,Capital Express,Express,3,FALSE,2023-09-10 09:33:00,2023-09-10 10:51:00,64,34.7,2.2,0,1218,2,4,FALSE,NA,NA
12015,Gurugram Superfast,Superfast,16,FALSE,2023-09-10 06:37:00,2023-09-10 06:04:00,55,20.5,19.4,0,2087,15,17,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,20,FALSE,2023-09-10 08:34:00,2023-09-10 08:49:00,64,41.8,27.1,0,1425,19,21,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,12,FALSE,2023-09-10 06:20:00,2023-09-10 06:02:00,105,18.8,9.8,0,1942,11,13,TRUE,NA,NA
ARMY24,Army Special,Military,7,FALSE,2023-09-10 07:50:00,2023-09-10 10:32:00,51,31.3,32.6,0,1619,6,8,FALSE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,12,FALSE,2023-09-10 07:09:00,2023-09-10 08:08:00,56,22.5,34.8,0,2500,11,13,TRUE,NA,NA
11223,Capital Express,Express,15,TRUE,2023-09-10 09:26:00,2023-09-10 09:16:00,0,11.8,42.8,188,1036,14,16,FALSE,Shakur Basti,4
12015,Gurugram Superfast,Superfast,17,FALSE,2023-09-10 06:17:00,2023-09-10 10:00:00,57,2.9,2.9,0,595,16,18,TRUE,NA,NA
99999,Kirti Nagar Express,Express,23,FALSE,2023-09-10 07:19:00,2023-09-10 07:36:00,58,0.7,26.6,0,2034,22,24,TRUE,NA,NA
11223,Capital Express,Express,9,FALSE,2023-09-10 06:31:00,2023-09-10 07:09:00,85,43.9,34.9,0,466,8,10,FALSE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,5,FALSE,2023-09-10 09:29:00,2023-09-10 10:29:00,44,40.3,43.8,0,1062,4,6,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,8,FALSE,2023-09-10 08:46:00,2023-09-10 08:59:00,68,1.4,1.3,0,2100,7,9,TRUE,NA,NA
99999,Kirti Nagar Express,Express,17,TRUE,2023-09-10 09:43:00,2023-09-10 10:24:00,0,46.2,34.8,168,1408,16,18,TRUE,Shakur Basti,2
12016,Delhi Sarai Rohilla Express,Express,16,FALSE,2023-09-10 10:03:00,2023-09-10 07:30:00,47,41.1,41.3,0,1521,15,17,TRUE,NA,NA
99999,Kirti Nagar Express,Express,7,FALSE,2023-09-10 09:12:00,2023-09-10 09:25:00,63,6.5,5.8,0,509,6,8,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,7,FALSE,2023-09-10 09:15:00,2023-09-10 07:16:00,71,41.4,33.4,0,740,6,8,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,19,TRUE,2023-09-10 08:20:00,2023-09-10 10:29:00,0,19.9,29.4,0,1107,18,20,TRUE,NA,NA
99999,Kirti Nagar Express,Express,12,FALSE,2023-09-10 06:17:00,2023-09-10 09:32:00,94,34.8,11.4,0,2119,11,13,TRUE,NA,NA
14789,Dayabasti Local,Passenger,15,FALSE,2023-09-10 10:20:00,2023-09-10 08:43:00,42,21.8,14.1,0,861,14,16,TRUE,NA,NA
11223,Capital Express,Express,3,FALSE,2023-09-10 08:21:00,2023-09-10 06:42:00,108,7.8,28.1,0,1153,2,4,FALSE,NA,NA
ARMY24,Army Special,Military,3,FALSE,2023-09-10 06:14:00,2023-09-10 07:21:00,61,15.6,28.2,0,2365,2,4,FALSE,NA,NA
ARMY12,Army Supply Special,Military,16,FALSE,2023-09-10 10:46:00,2023-09-10 06:36:00,40,28.5,8.4,0,618,15,17,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,14,FALSE,2023-09-10 06:43:00,2023-09-10 10:52:00,53,28.0,26.6,0,1661,13,15,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,10,FALSE,2023-09-10 08:32:00,2023-09-10 08:49:00,92,8.9,17.4,0,638,9,11,TRUE,NA,NA
99999,Kirti Nagar Express,Express,24,FALSE,2023-09-10 07:28:00,2023-09-10 10:05:00,57,13.1,13.7,0,1365,23,25,TRUE,NA,NA
11223,Capital Express,Express,17,FALSE,2023-09-10 10:42:00,2023-09-10 10:52:00,83,40.1,31.2,0,1346,16,18,FALSE,NA,NA
14567,Patel Nagar Passenger,Passenger,3,FALSE,2023-09-10 06:28:00,2023-09-10 08:22:00,68,11.1,13.8,0,979,2,4,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,20,FALSE,2023-09-10 10:42:00,2023-09-10 07:54:00,87,34.1,19.8,0,1709,19,21,TRUE,NA,NA
99999,Kirti Nagar Express,Express,25,TRUE,2023-09-10 09:36:00,2023-09-10 08:06:00,0,8.3,38.9,137,607,24,0,TRUE,Delhi Sarai Rohilla,5
ARMY12,Army Supply Special,Military,8,FALSE,2023-09-10 08:08:00,2023-09-10 06:50:00,49,4.9,36.4,0,2193,7,9,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,2,FALSE,2023-09-10 10:27:00,2023-09-10 07:57:00,56,41.5,44.1,0,795,1,3,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,19,FALSE,2023-09-10 07:19:00,2023-09-10 06:20:00,60,2.0,15.1,0,1265,18,20,TRUE,NA,NA
ARMY24,Army Special,Military,22,TRUE,2023-09-10 10:16:00,2023-09-10 07:52:00,0,30.0,27.2,90,1799,21,23,FALSE,Delhi Sarai Rohilla,5
99999,Kirti Nagar Express,Express,16,FALSE,2023-09-10 06:56:00,2023-09-10 10:18:00,96,9.0,22.8,0,668,15,17,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,7,FALSE,2023-09-10 06:07:00,2023-09-10 06:24:00,107,37.0,5.1,0,941,6,8,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,14,FALSE,2023-09-10 07:54:00,2023-09-10 09:23:00,47,49.2,44.1,0,1407,13,15,TRUE,NA,NA
11223,Capital Express,Express,7,TRUE,2023-09-10 07:13:00,2023-09-10 08:42:00,0,24.0,27.7,256,1522,6,8,FALSE,Kirti Nagar,3
11223,Capital Express,Express,13,TRUE,2023-09-10 08:55:00,2023-09-10 08:12:00,0,2.8,35.8,193,1340,12,14,FALSE,Dayabasti,4
ARMY12,Army Supply Special,Military,5,FALSE,2023-09-10 09:34:00,2023-09-10 07:38:00,84,32.5,9.4,0,1874,4,6,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,7,FALSE,2023-09-10 07:31:00,2023-09-10 07:31:00,68,1.2,23.8,0,2118,6,8,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,24,FALSE,2023-09-10 11:00:00,2023-09-10 10:31:00,75,27.4,1.0,0,1980,23,25,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,4,FALSE,2023-09-10 10:35:00,2023-09-10 08:23:00,67,26.8,28.7,0,2410,3,5,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,9,FALSE,2023-09-10 07:08:00,2023-09-10 07:54:00,68,45.0,37.2,0,2256,8,10,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,23,FALSE,2023-09-10 06:13:00,2023-09-10 07:55:00,64,1.0,43.3,0,969,22,24,TRUE,NA,NA
99999,Kirti Nagar Express,Express,17,FALSE,2023-09-10 06:40:00,2023-09-10 07:01:00,77,25.7,39.1,0,883,16,18,TRUE,NA,NA
ARMY24,Army Special,Military,9,FALSE,2023-09-10 06:50:00,2023-09-10 09:30:00,101,0.4,28.6,0,767,8,10,FALSE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,4,FALSE,2023-09-10 08:48:00,2023-09-10 08:52:00,78,24.4,8.9,0,1853,3,5,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,11,TRUE,2023-09-10 08:32:00,2023-09-10 06:00:00,0,4.7,13.3,126,1909,10,12,TRUE,Patel Nagar,6
76543,Gurugram SF 2,Superfast,4,TRUE,2023-09-10 07:27:00,2023-09-10 10:13:00,0,48.5,36.6,83,2004,3,5,TRUE,Gurugram,3
MEDICAL2,Lifeline Express,Medical,2,FALSE,2023-09-10 08:38:00,2023-09-10 09:03:00,50,48.6,10.0,0,1435,1,3,TRUE,NA,NA
14789,Dayabasti Local,Passenger,17,FALSE,2023-09-10 10:51:00,2023-09-10 07:59:00,65,46.6,0.1,0,1742,16,18,TRUE,NA,NA
14789,Dayabasti Local,Passenger,15,FALSE,2023-09-10 07:41:00,2023-09-10 10:50:00,41,40.5,5.0,0,854,14,16,TRUE,NA,NA
14789,Dayabasti Local,Passenger,7,FALSE,2023-09-10 07:19:00,2023-09-10 07:06:00,93,25.5,28.2,0,1949,6,8,TRUE,NA,NA
ARMY12,Army Supply Special,Military,15,FALSE,2023-09-10 09:56:00,2023-09-10 07:22:00,107,35.0,32.8,0,1032,14,16,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,3,FALSE,2023-09-10 07:53:00,2023-09-10 08:03:00,81,0.7,36.6,0,1143,2,4,TRUE,NA,NA
ARMY24,Army Special,Military,13,FALSE,2023-09-10 08:41:00,2023-09-10 07:42:00,43,29.4,27.6,0,409,12,14,FALSE,NA,NA
14789,Dayabasti Local,Passenger,3,FALSE,2023-09-10 08:09:00,2023-09-10 08:34:00,78,26.4,20.3,0,2138,2,4,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,20,FALSE,2023-09-10 06:19:00,2023-09-10 10:27:00,49,13.6,17.2,0,2036,19,21,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,9,FALSE,2023-09-10 08:44:00,2023-09-10 10:25:00,54,42.8,3.3,0,426,8,10,TRUE,NA,NA
ARMY24,Army Special,Military,13,FALSE,2023-09-10 06:49:00,2023-09-10 06:26:00,49,25.2,44.0,0,2409,12,14,FALSE,NA,NA
14789,Dayabasti Local,Passenger,21,TRUE,2023-09-10 07:34:00,2023-09-10 10:27:00,0,22.8,27.5,291,766,20,22,TRUE,Delhi Sarai Rohilla,3
11223,Capital Express,Express,14,FALSE,2023-09-10 10:49:00,2023-09-10 07:32:00,102,44.1,33.9,0,496,13,15,FALSE,NA,NA
11223,Capital Express,Express,17,FALSE,2023-09-10 07:15:00,2023-09-10 07:38:00,97,26.7,33.8,0,610,16,18,FALSE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,7,FALSE,2023-09-10 10:11:00,2023-09-10 10:14:00,95,22.5,1.0,0,1628,6,8,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,19,TRUE,2023-09-10 07:25:00,2023-09-10 06:52:00,0,13.8,42.7,0,972,18,20,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,20,FALSE,2023-09-10 08:29:00,2023-09-10 06:42:00,92,3.9,13.6,0,1592,19,21,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,5,FALSE,2023-09-10 06:16:00,2023-09-10 06:36:00,87,17.2,33.1,0,1771,4,6,TRUE,NA,NA
ARMY12,Army Supply Special,Military,20,FALSE,2023-09-10 07:12:00,2023-09-10 07:32:00,101,19.3,7.7,0,616,19,21,TRUE,NA,NA
11223,Capital Express,Express,2,FALSE,2023-09-10 07:52:00,2023-09-10 06:15:00,46,30.6,29.4,0,549,1,3,FALSE,NA,NA
76543,Gurugram SF 2,Superfast,22,FALSE,2023-09-10 08:30:00,2023-09-10 06:07:00,89,36.0,26.7,0,696,21,23,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,25,TRUE,2023-09-10 08:10:00,2023-09-10 08:19:00,0,20.4,13.0,165,1325,24,0,TRUE,Delhi Sarai Rohilla,2
76543,Gurugram SF 2,Superfast,5,FALSE,2023-09-10 07:36:00,2023-09-10 10:42:00,44,24.1,32.3,0,1413,4,6,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,1,FALSE,2023-09-10 10:03:00,2023-09-10 06:12:00,85,27.8,33.8,0,2394,0,2,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,14,FALSE,2023-09-10 10:12:00,2023-09-10 08:51:00,73,47.3,38.2,0,2183,13,15,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,16,FALSE,2023-09-10 07:38:00,2023-09-10 10:21:00,43,24.8,38.4,0,1891,15,17,TRUE,NA,NA
ARMY12,Army Supply Special,Military,23,FALSE,2023-09-10 11:00:00,2023-09-10 10:20:00,62,43.9,43.9,0,1281,22,24,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,23,FALSE,2023-09-10 07:36:00,2023-09-10 10:47:00,49,39.0,5.1,0,899,22,24,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,21,FALSE,2023-09-10 10:10:00,2023-09-10 08:33:00,47,4.4,41.8,0,2101,20,22,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,1,FALSE,2023-09-10 08:10:00,2023-09-10 09:40:00,60,27.6,30.5,0,1613,0,2,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,4,FALSE,2023-09-10 09:38:00,2023-09-10 10:29:00,59,47.3,41.3,0,1622,3,5,TRUE,NA,NA
99999,Kirti Nagar Express,Express,16,FALSE,2023-09-10 06:14:00,2023-09-10 09:22:00,53,44.4,24.2,0,1544,15,17,TRUE,NA,NA
