Train_type,Train_name,Train_no,block_no,IB(boolean),ETA_NS,ETA_DS,current_speed,DFNS,current delay,dwell time,time_delay,block_len,Approaching_block_no,advance_block_no,running_status(bool),halt_station,PF_no,Station_name,Total_platforms,free_platforms,starter_signal,home_signal,block_type,block_status,adv_starter_signal(bool)
Superfast,Train_14616,14616,80,False,2025-09-11 10:06:00,2025-09-11 13:25:00,54,16.22,4,36,40,1025,81,82,False,STN_27,2,STN_27,11,6,False,True,Main,Free,True
Express,Train_15110,15110,34,True,2025-09-11 10:40:00,2025-09-11 12:59:00,66,4.94,0,72,39,1100,35,37,False,STN_30,1,STN_30,8,7,True,False,Main,Under_Maintenance,False
Rajdhani,Train_20433,20433,118,False,2025-09-11 10:21:00,2025-09-11 11:31:00,52,16.24,58,74,34,765,119,119,False,STN_48,5,STN_48,6,5,False,False,Loop,Under_Maintenance,False
Rajdhani,Train_17055,17055,127,True,2025-09-11 10:10:00,2025-09-11 11:30:00,65,11.26,0,21,37,2200,128,131,True,STN_20,8,STN_20,10,10,True,True,Yard,Occupied,False
Rajdhani,Train_13475,13475,105,False,2025-09-11 10:11:00,2025-09-11 12:39:00,43,11.66,0,115,38,338,106,110,False,STN_4,1,STN_4,3,1,False,False,Main,Under_Maintenance,True
Express,Train_15944,15944,63,False,2025-09-11 10:32:00,2025-09-11 12:08:00,77,7.84,89,45,40,1304,64,68,False,STN_21,4,STN_21,10,4,False,True,Yard,Free,False
Passenger,Train_12797,12797,13,True,2025-09-11 10:44:00,2025-09-11 14:58:00,60,12.39,0,113,3,1446,14,16,False,STN_31,1,STN_31,5,5,False,False,Main,Occupied,True
Shatabdi,Train_20108,20108,38,True,2025-09-11 10:35:00,2025-09-11 12:45:00,58,10.75,101,59,36,1854,39,43,False,STN_1,3,STN_1,5,1,False,True,Main,Under_Maintenance,False
Shatabdi,Train_16681,16681,85,True,2025-09-11 10:31:00,2025-09-11 12:07:00,32,12.94,0,74,6,1319,86,89,True,STN_33,2,STN_33,6,6,True,False,Main,Free,True
Rajdhani,Train_13761,13761,42,False,2025-09-11 10:07:00,2025-09-11 11:29:00,56,8.89,87,137,42,1298,43,47,True,STN_3,3,STN_3,8,8,False,False,Main,Free,True
Vande Bharat,Train_16333,16333,117,False,2025-09-11 10:13:00,2025-09-11 12:42:00,64,7.34,0,34,5,1042,118,120,False,STN_37,3,STN_37,7,5,False,False,Loop,Occupied,True
Superfast,Train_18606,18606,95,False,2025-09-11 10:09:00,2025-09-11 11:22:00,63,4.29,0,72,48,1739,96,99,True,STN_34,9,STN_34,10,3,False,False,Loop,Occupied,False
Passenger,Train_18563,18563,17,False,2025-09-11 10:31:00,2025-09-11 13:03:00,48,10.81,51,24,8,2256,18,18,True,STN_10,3,STN_10,5,3,True,True,Main,Under_Maintenance,False
Shatabdi,Train_17939,17939,85,False,2025-09-11 10:11:00,2025-09-11 12:22:00,72,3.99,65,72,13,301,86,87,False,STN_26,5,STN_26,7,1,True,False,Main,Free,True
Rajdhani,Train_13204,13204,15,True,2025-09-11 10:15:00,2025-09-11 14:17:00,30,10.73,77,63,46,1344,16,20,False,STN_16,1,STN_16,4,3,True,True,Main,Under_Maintenance,False
Superfast,Train_21008,21008,124,False,2025-09-11 10:23:00,2025-09-11 12:02:00,86,8.06,40,46,38,1249,125,127,True,STN_32,5,STN_32,10,6,False,False,Loop,Occupied,True
Passenger,Train_14108,14108,135,False,2025-09-11 10:05:00,2025-09-11 11:21:00,74,13.37,0,148,39,1534,136,140,False,STN_40,8,STN_40,11,3,False,False,Yard,Free,False
Superfast,Train_18114,18114,134,False,2025-09-11 10:06:00,2025-09-11 12:05:00,78,6.0,57,51,51,918,135,136,False,STN_48,5,STN_48,6,5,False,False,Main,Under_Maintenance,True
Express,Train_14363,14363,60,False,2025-09-11 10:48:00,2025-09-11 11:27:00,66,11.21,0,58,0,1147,61,61,False,STN_37,1,STN_37,7,5,False,False,Main,Under_Maintenance,False
Passenger,Train_20193,20193,120,True,2025-09-11 10:04:00,2025-09-11 10:32:00,64,18.81,119,112,54,1608,121,122,True,STN_24,10,STN_24,12,10,False,False,Yard,Under_Maintenance,False
Express,Train_12637,12637,107,False,2025-09-11 10:36:00,2025-09-11 14:04:00,58,1.2,0,40,21,816,108,110,False,STN_41,9,STN_41,10,0,True,False,Yard,Free,False
Shatabdi,Train_19761,19761,164,True,2025-09-11 10:03:00,2025-09-11 10:53:00,56,3.26,0,113,40,1609,165,166,False,STN_20,5,STN_20,10,10,True,True,Yard,Occupied,False
Shatabdi,Train_14440,14440,66,True,2025-09-11 10:09:00,2025-09-11 10:27:00,61,1.31,9,68,19,1245,67,71,True,STN_18,3,STN_18,3,1,True,True,Yard,Occupied,False
Shatabdi,Train_17373,17373,83,True,2025-09-11 10:23:00,2025-09-11 13:07:00,64,5.88,0,40,43,2210,84,86,False,STN_45,6,STN_45,10,4,False,False,Yard,Free,True
Rajdhani,Train_14662,14662,102,True,2025-09-11 10:18:00,2025-09-11 11:30:00,82,8.76,0,85,12,1438,103,105,False,STN_39,3,STN_39,6,5,False,False,Main,Under_Maintenance,True
Superfast,Train_21727,21727,173,False,2025-09-11 10:13:00,2025-09-11 12:11:00,44,11.27,52,42,51,1717,174,174,False,STN_31,2,STN_31,5,5,False,False,Loop,Occupied,True
Superfast,Train_21222,21222,124,True,2025-09-11 10:47:00,2025-09-11 13:14:00,44,5.1,91,51,29,1061,125,129,False,STN_9,2,STN_9,3,3,False,False,Loop,Occupied,True
Superfast,Train_12272,12272,119,False,2025-09-11 10:23:00,2025-09-11 12:15:00,75,19.27,0,32,53,2113,120,124,False,STN_43,5,STN_43,12,5,False,False,Yard,Under_Maintenance,True
Rajdhani,Train_13795,13795,145,False,2025-09-11 10:14:00,2025-09-11 13:19:00,55,11.17,73,89,34,1702,146,146,False,STN_21,4,STN_21,10,4,False,True,Yard,Under_Maintenance,True
Passenger,Train_22309,22309,148,False,2025-09-11 10:11:00,2025-09-11 11:03:00,69,11.66,21,116,4,2220,149,150,False,STN_19,5,STN_19,12,2,True,True,Main,Free,False
Vande Bharat,Train_16350,16350,8,False,2025-09-11 10:12:00,2025-09-11 12:21:00,42,13.48,27,72,40,1592,9,13,True,STN_17,3,STN_17,8,3,True,True,Yard,Free,False
Shatabdi,Train_12841,12841,147,False,2025-09-11 10:05:00,2025-09-11 12:55:00,64,12.61,0,53,38,1449,148,148,False,STN_21,5,STN_21,10,4,False,True,Loop,Free,False
Shatabdi,Train_14793,14793,181,False,2025-09-11 10:04:00,2025-09-11 11:46:00,41,5.48,112,70,2,362,182,184,False,STN_9,2,STN_9,3,3,False,False,Main,Free,True
Vande Bharat,Train_14421,14421,23,False,2025-09-11 10:04:00,2025-09-11 14:02:00,79,14.76,0,52,23,977,24,27,True,STN_34,5,STN_34,10,3,False,False,Loop,Under_Maintenance,False
Shatabdi,Train_12517,12517,56,False,2025-09-11 10:51:00,2025-09-11 13:06:00,51,2.4,0,67,7,1086,57,59,True,STN_28,1,STN_28,11,10,False,True,Yard,Occupied,False
Passenger,Train_15125,15125,200,True,2025-09-11 10:26:00,2025-09-11 11:05:00,64,4.83,0,57,28,909,199,200,False,STN_49,1,STN_49,12,12,False,True,Yard,Free,True
Rajdhani,Train_17139,17139,124,True,2025-09-11 10:07:00,2025-09-11 11:27:00,31,7.15,0,109,21,2285,125,128,True,STN_7,9,STN_7,9,6,True,False,Loop,Occupied,True
Vande Bharat,Train_18765,18765,80,False,2025-09-11 10:27:00,2025-09-11 11:47:00,33,4.58,0,24,49,691,81,81,True,STN_50,5,STN_50,6,2,True,False,Main,Free,True
Shatabdi,Train_18723,18723,174,True,2025-09-11 10:18:00,2025-09-11 14:00:00,42,9.85,0,60,46,1361,175,175,False,STN_19,8,STN_19,12,2,True,True,Loop,Under_Maintenance,False
Vande Bharat,Train_13020,13020,100,True,2025-09-11 10:23:00,2025-09-11 10:33:00,50,3.47,0,58,19,912,101,101,True,STN_12,2,STN_12,9,2,False,True,Main,Under_Maintenance,False
Express,Train_20498,20498,86,False,2025-09-11 10:28:00,2025-09-11 13:25:00,38,8.0,0,37,6,2295,87,91,False,STN_11,5,STN_11,9,9,True,True,Main,Under_Maintenance,False
Rajdhani,Train_22849,22849,6,False,2025-09-11 10:06:00,2025-09-11 12:01:00,65,23.89,94,107,57,1626,7,8,False,STN_19,6,STN_19,12,2,True,True,Main,Free,True
Express,Train_17140,17140,52,True,2025-09-11 10:00:00,2025-09-11 13:18:00,77,5.51,4,85,17,1213,53,57,False,STN_32,6,STN_32,10,6,False,False,Yard,Free,True
Superfast,Train_20734,20734,198,False,2025-09-11 10:21:00,2025-09-11 13:14:00,43,13.33,102,20,7,1838,199,200,False,STN_19,3,STN_19,12,2,True,True,Yard,Occupied,True
Vande Bharat,Train_22539,22539,41,False,2025-09-11 10:01:00,2025-09-11 11:35:00,54,12.33,0,45,0,1241,42,46,False,STN_1,5,STN_1,5,1,False,True,Main,Free,False
Rajdhani,Train_21995,21995,132,True,2025-09-11 10:48:00,2025-09-11 12:07:00,69,8.43,0,63,34,1056,133,135,True,STN_13,3,STN_13,3,2,False,False,Yard,Under_Maintenance,False
Superfast,Train_16038,16038,82,False,2025-09-11 10:10:00,2025-09-11 12:39:00,44,3.58,0,41,60,1006,83,85,False,STN_38,10,STN_38,11,0,True,True,Loop,Occupied,False
Superfast,Train_15684,15684,63,True,2025-09-11 10:07:00,2025-09-11 12:09:00,38,10.68,0,54,19,1507,64,68,False,STN_9,2,STN_9,3,3,False,False,Yard,Free,False
Vande Bharat,Train_15396,15396,139,False,2025-09-11 10:42:00,2025-09-11 12:18:00,44,12.3,0,63,8,1977,140,140,False,STN_3,8,STN_3,8,8,False,False,Loop,Free,True
Rajdhani,Train_17194,17194,173,True,2025-09-11 10:05:00,2025-09-11 10:28:00,35,9.4,0,54,24,1222,174,174,False,STN_6,2,STN_6,10,0,False,False,Loop,Occupied,True
Vande Bharat,Train_21183,21183,110,False,2025-09-11 10:16:00,2025-09-11 12:07:00,60,4.07,0,25,45,1788,111,115,False,STN_40,10,STN_40,11,3,False,False,Main,Occupied,False
Passenger,Train_16715,16715,162,False,2025-09-11 10:03:00,2025-09-11 13:33:00,57,3.8,88,173,22,1060,163,165,False,STN_34,6,STN_34,10,3,False,False,Main,Under_Maintenance,True
Superfast,Train_18464,18464,51,True,2025-09-11 10:00:00,2025-09-11 12:43:00,95,14.75,50,54,36,1521,52,53,True,STN_24,2,STN_24,12,10,False,False,Loop,Free,False
Passenger,Train_16758,16758,179,False,2025-09-11 10:33:00,2025-09-11 12:50:00,54,13.04,0,163,29,1093,180,182,False,STN_32,8,STN_32,10,6,False,False,Main,Free,False
Superfast,Train_13294,13294,121,True,2025-09-11 10:19:00,2025-09-11 14:04:00,67,6.14,0,49,9,1303,122,126,False,STN_25,3,STN_25,6,0,True,True,Yard,Free,True
Superfast,Train_22747,22747,94,False,2025-09-11 10:07:00,2025-09-11 10:23:00,66,8.47,0,48,44,1584,95,97,False,STN_18,2,STN_18,3,1,True,True,Main,Occupied,True
Express,Train_15505,15505,117,False,2025-09-11 10:26:00,2025-09-11 13:53:00,46,6.68,0,71,4,1142,118,121,False,STN_46,1,STN_46,6,0,True,False,Loop,Occupied,True
Vande Bharat,Train_21208,21208,90,False,2025-09-11 10:20:00,2025-09-11 14:37:00,61,7.2,49,58,54,1244,91,92,False,STN_33,3,STN_33,6,6,True,False,Main,Under_Maintenance,True
Passenger,Train_14249,14249,197,False,2025-09-11 10:11:00,2025-09-11 10:58:00,73,13.78,85,121,36,1525,198,199,True,STN_19,9,STN_19,12,2,True,True,Loop,Occupied,True
Passenger,Train_15972,15972,27,False,2025-09-11 10:17:00,2025-09-11 11:26:00,61,9.39,113,102,50,1321,28,28,True,STN_4,2,STN_4,3,1,False,False,Yard,Under_Maintenance,True
Express,Train_22452,22452,143,True,2025-09-11 10:22:00,2025-09-11 10:28:00,73,9.96,8,46,34,772,144,147,True,STN_25,4,STN_25,6,0,True,True,Loop,Free,True
Rajdhani,Train_13641,13641,152,False,2025-09-11 10:30:00,2025-09-11 13:05:00,70,8.2,0,53,39,1968,153,154,False,STN_34,9,STN_34,10,3,False,False,Main,Occupied,False
Passenger,Train_19739,19739,41,False,2025-09-11 10:38:00,2025-09-11 12:48:00,40,8.66,29,155,4,1169,42,44,True,STN_35,4,STN_35,8,0,False,False,Main,Free,False
Shatabdi,Train_12084,12084,178,False,2025-09-11 10:05:00,2025-09-11 10:22:00,77,2.79,42,30,36,1525,179,181,True,STN_10,5,STN_10,5,3,True,True,Loop,Under_Maintenance,False
Vande Bharat,Train_18666,18666,178,True,2025-09-11 10:12:00,2025-09-11 11:41:00,57,14.99,0,35,42,1257,179,179,False,STN_13,3,STN_13,3,2,False,False,Loop,Under_Maintenance,False
Vande Bharat,Train_19822,19822,183,False,2025-09-11 10:20:00,2025-09-11 11:23:00,36,3.48,0,33,37,2730,184,188,True,STN_45,8,STN_45,10,4,False,False,Loop,Occupied,True
Superfast,Train_16706,16706,84,True,2025-09-11 10:27:00,2025-09-11 11:50:00,86,5.07,44,56,11,1790,85,87,False,STN_7,7,STN_7,9,6,True,False,Main,Occupied,False
Passenger,Train_22582,22582,18,True,2025-09-11 10:27:00,2025-09-11 13:00:00,46,8.43,106,137,52,1551,19,23,True,STN_48,4,STN_48,6,5,False,False,Yard,Under_Maintenance,False
Shatabdi,Train_22687,22687,84,False,2025-09-11 10:26:00,2025-09-11 11:19:00,81,9.73,96,55,42,851,85,85,True,STN_41,2,STN_41,10,0,True,False,Main,Occupied,False
Vande Bharat,Train_20767,20767,56,True,2025-09-11 10:25:00,2025-09-11 12:24:00,59,2.61,79,51,57,2194,57,57,True,STN_8,2,STN_8,6,2,False,False,Yard,Occupied,False
Rajdhani,Train_14868,14868,170,True,2025-09-11 10:35:00,2025-09-11 12:47:00,53,15.21,46,129,34,955,171,173,True,STN_7,7,STN_7,9,6,True,False,Yard,Under_Maintenance,True
Rajdhani,Train_12595,12595,158,False,2025-09-11 10:18:00,2025-09-11 10:39:00,61,9.05,0,36,13,2030,159,161,False,STN_3,5,STN_3,8,8,False,False,Loop,Under_Maintenance,False
Vande Bharat,Train_15052,15052,146,False,2025-09-11 10:06:00,2025-09-11 14:57:00,85,11.19,42,86,45,1081,147,149,False,STN_27,2,STN_27,11,6,False,True,Loop,Free,True
Passenger,Train_12613,12613,150,True,2025-09-11 10:03:00,2025-09-11 11:40:00,99,0.04,87,64,32,1976,151,154,False,STN_11,3,STN_11,9,9,True,True,Main,Free,True
Shatabdi,Train_21305,21305,76,True,2025-09-11 10:29:00,2025-09-11 11:56:00,62,13.08,25,67,57,1981,77,81,True,STN_19,1,STN_19,12,2,True,True,Loop,Under_Maintenance,False
Superfast,Train_17489,17489,1,False,2025-09-11 10:21:00,2025-09-11 11:30:00,58,1.28,0,58,55,1876,2,4,False,STN_35,1,STN_35,8,0,False,False,Yard,Free,True
Shatabdi,Train_22507,22507,61,False,2025-09-11 10:08:00,2025-09-11 11:58:00,68,8.75,110,95,37,1893,62,65,False,STN_31,3,STN_31,5,5,False,False,Main,Under_Maintenance,True
Shatabdi,Train_14198,14198,183,False,2025-09-11 10:09:00,2025-09-11 11:05:00,67,12.3,34,99,24,1685,184,187,False,STN_23,5,STN_23,7,1,True,False,Loop,Occupied,True
Express,Train_16470,16470,55,True,2025-09-11 10:01:00,2025-09-11 11:40:00,68,9.85,52,54,8,1311,56,57,True,STN_16,4,STN_16,4,3,True,True,Yard,Under_Maintenance,True
Express,Train_17417,17417,93,False,2025-09-11 10:44:00,2025-09-11 14:04:00,45,1.15,0,82,18,1466,94,95,False,STN_3,3,STN_3,8,8,False,False,Main,Occupied,True
Superfast,Train_22621,22621,3,True,2025-09-11 10:44:00,2025-09-11 14:42:00,75,10.47,96,47,1,1371,4,5,True,STN_14,6,STN_14,6,3,False,False,Main,Free,True
Vande Bharat,Train_12230,12230,125,False,2025-09-11 10:18:00,2025-09-11 13:25:00,49,9.68,0,51,5,1204,126,127,False,STN_12,7,STN_12,9,2,False,True,Yard,Occupied,True
Shatabdi,Train_16833,16833,117,False,2025-09-11 10:02:00,2025-09-11 10:23:00,29,6.09,90,69,11,1957,118,121,True,STN_23,5,STN_23,7,1,True,False,Loop,Occupied,True
Shatabdi,Train_14875,14875,109,False,2025-09-11 10:11:00,2025-09-11 12:43:00,76,10.07,29,75,22,1729,110,111,False,STN_44,3,STN_44,9,8,False,False,Loop,Free,False
Shatabdi,Train_19007,19007,109,True,2025-09-11 10:11:00,2025-09-11 12:55:00,51,7.68,78,47,31,1679,110,111,False,STN_42,6,STN_42,6,3,True,False,Loop,Free,False
Rajdhani,Train_13421,13421,129,False,2025-09-11 10:17:00,2025-09-11 10:51:00,56,0.11,36,80,59,980,130,134,True,STN_15,6,STN_15,9,4,False,False,Loop,Free,True
Express,Train_15027,15027,9,True,2025-09-11 10:33:00,2025-09-11 10:54:00,63,13.07,76,24,30,1889,10,12,False,STN_47,1,STN_47,4,4,True,True,Main,Occupied,False
Express,Train_17301,17301,149,False,2025-09-11 10:09:00,2025-09-11 12:22:00,43,11.97,107,42,5,1082,150,151,True,STN_22,12,STN_22,12,9,True,True,Loop,Occupied,True
Rajdhani,Train_16272,16272,188,False,2025-09-11 10:09:00,2025-09-11 12:55:00,79,6.29,50,110,33,1485,189,189,True,STN_27,9,STN_27,11,6,False,True,Main,Under_Maintenance,False
Superfast,Train_19319,19319,157,True,2025-09-11 10:04:00,2025-09-11 11:36:00,47,5.55,0,54,30,1140,158,158,False,STN_36,5,STN_36,5,3,True,False,Main,Free,False
Shatabdi,Train_16947,16947,149,False,2025-09-11 10:43:00,2025-09-11 14:18:00,74,15.11,87,94,3,1754,150,152,True,STN_17,1,STN_17,8,3,True,True,Loop,Occupied,True
Vande Bharat,Train_16285,16285,121,False,2025-09-11 10:06:00,2025-09-11 13:16:00,69,8.91,62,45,57,1313,122,125,False,STN_37,5,STN_37,7,5,False,False,Yard,Free,True
Passenger,Train_15871,15871,188,False,2025-09-11 10:13:00,2025-09-11 14:35:00,68,19.75,38,151,22,1644,189,191,True,STN_20,5,STN_20,10,10,True,True,Main,Under_Maintenance,False
Superfast,Train_19625,19625,43,True,2025-09-11 10:23:00,2025-09-11 13:57:00,73,12.02,108,69,59,1204,44,48,True,STN_43,12,STN_43,12,5,False,False,Main,Under_Maintenance,True
Vande Bharat,Train_18642,18642,78,False,2025-09-11 10:22:00,2025-09-11 14:03:00,35,17.11,0,77,40,2049,79,82,False,STN_35,3,STN_35,8,0,False,False,Yard,Under_Maintenance,False
Vande Bharat,Train_13923,13923,147,True,2025-09-11 10:07:00,2025-09-11 11:04:00,75,4.09,99,74,18,1767,148,152,False,STN_23,1,STN_23,7,1,True,False,Loop,Free,False
Shatabdi,Train_18021,18021,74,False,2025-09-11 10:22:00,2025-09-11 12:59:00,54,4.0,0,99,8,942,75,79,True,STN_46,1,STN_46,6,0,True,False,Main,Free,True
Express,Train_15590,15590,72,False,2025-09-11 10:19:00,2025-09-11 12:18:00,74,1.19,0,26,39,1625,73,75,False,STN_17,5,STN_17,8,3,True,True,Yard,Free,True
Rajdhani,Train_14509,14509,66,True,2025-09-11 10:51:00,2025-09-11 13:18:00,47,5.84,120,138,7,1109,67,71,False,STN_47,2,STN_47,4,4,True,True,Yard,Occupied,False
Vande Bharat,Train_18813,18813,152,True,2025-09-11 10:05:00,2025-09-11 10:12:00,38,7.88,99,24,28,1218,153,155,False,STN_31,2,STN_31,5,5,False,False,Main,Occupied,False
Vande Bharat,Train_20806,20806,67,True,2025-09-11 10:28:00,2025-09-11 14:10:00,68,28.23,55,48,11,1245,68,72,True,STN_22,1,STN_22,12,9,True,True,Yard,Under_Maintenance,False
Vande Bharat,Train_16054,16054,88,True,2025-09-11 10:04:00,2025-09-11 14:27:00,62,5.78,0,54,38,2195,89,90,True,STN_14,4,STN_14,6,3,False,False,Loop,Occupied,True
Rajdhani,Train_20609,20609,193,False,2025-09-11 10:16:00,2025-09-11 13:09:00,81,5.89,29,117,15,1229,194,197,False,STN_37,6,STN_37,7,5,False,False,Yard,Occupied,True
Shatabdi,Train_13279,13279,164,True,2025-09-11 10:00:00,2025-09-11 13:13:00,52,10.38,0,89,36,800,165,167,True,STN_6,1,STN_6,10,0,False,False,Yard,Occupied,False
Shatabdi,Train_13011,13011,165,False,2025-09-11 10:18:00,2025-09-11 14:44:00,43,17.6,0,66,3,1702,166,167,True,STN_50,4,STN_50,6,2,True,False,Yard,Free,False
Shatabdi,Train_21383,21383,103,False,2025-09-11 10:38:00,2025-09-11 12:23:00,55,11.26,8,91,30,2563,104,108,True,STN_33,2,STN_33,6,6,True,False,Main,Free,True
Superfast,Train_14695,14695,98,False,2025-09-11 10:21:00,2025-09-11 14:01:00,82,0.77,52,42,16,1505,99,100,False,STN_34,9,STN_34,10,3,False,False,Main,Free,True
Vande Bharat,Train_13904,13904,112,True,2025-09-11 10:09:00,2025-09-11 10:59:00,45,13.19,4,33,59,1366,113,116,True,STN_16,4,STN_16,4,3,True,True,Loop,Occupied,True
Rajdhani,Train_21554,21554,174,False,2025-09-11 10:20:00,2025-09-11 13:38:00,53,0.34,66,90,43,297,175,175,True,STN_46,1,STN_46,6,0,True,False,Loop,Under_Maintenance,False
Rajdhani,Train_20361,20361,137,False,2025-09-11 10:19:00,2025-09-11 12:53:00,64,17.23,41,123,39,1855,138,140,True,STN_47,3,STN_47,4,4,True,True,Loop,Free,True
Express,Train_19429,19429,70,False,2025-09-11 10:02:00,2025-09-11 11:40:00,78,10.91,0,59,16,1071,71,75,False,STN_46,4,STN_46,6,0,True,False,Main,Occupied,True
Shatabdi,Train_19484,19484,119,True,2025-09-11 10:12:00,2025-09-11 10:20:00,52,6.89,118,121,43,843,120,124,True,STN_19,4,STN_19,12,2,True,True,Yard,Under_Maintenance,True
Rajdhani,Train_21155,21155,134,False,2025-09-11 10:10:00,2025-09-11 13:11:00,41,4.44,104,101,44,1593,135,136,False,STN_36,3,STN_36,5,3,True,False,Main,Under_Maintenance,True
Rajdhani,Train_12356,12356,141,True,2025-09-11 10:18:00,2025-09-11 13:00:00,51,7.96,103,93,0,2615,142,142,False,STN_11,1,STN_11,9,9,True,True,Yard,Occupied,True
Vande Bharat,Train_12049,12049,106,True,2025-09-11 10:10:00,2025-09-11 13:34:00,51,7.65,65,51,6,1998,107,110,True,STN_23,3,STN_23,7,1,True,False,Yard,Under_Maintenance,True
Passenger,Train_21475,21475,57,False,2025-09-11 10:04:00,2025-09-11 11:41:00,51,1.04,0,83,12,2041,58,58,True,STN_32,1,STN_32,10,6,False,False,Main,Free,False
Superfast,Train_18941,18941,159,True,2025-09-11 10:07:00,2025-09-11 14:15:00,31,8.06,0,33,60,2249,160,164,True,STN_25,6,STN_25,6,0,True,True,Loop,Under_Maintenance,True
Passenger,Train_20866,20866,56,True,2025-09-11 10:21:00,2025-09-11 11:27:00,82,6.33,112,129,7,760,57,57,True,STN_25,5,STN_25,6,0,True,True,Yard,Occupied,False
Passenger,Train_19734,19734,34,False,2025-09-11 10:07:00,2025-09-11 12:20:00,64,0.96,99,130,48,562,35,39,False,STN_7,3,STN_7,9,6,True,False,Main,Under_Maintenance,False
Express,Train_18698,18698,29,True,2025-09-11 10:32:00,2025-09-11 13:43:00,59,16.82,0,48,18,1620,30,33,True,STN_15,2,STN_15,9,4,False,False,Main,Occupied,False
Vande Bharat,Train_22510,22510,164,False,2025-09-11 10:42:00,2025-09-11 11:03:00,94,15.6,1,69,49,905,165,168,False,STN_3,6,STN_3,8,8,False,False,Yard,Occupied,False
Rajdhani,Train_18135,18135,66,True,2025-09-11 10:37:00,2025-09-11 14:11:00,60,10.43,0,41,17,1454,67,67,False,STN_46,4,STN_46,6,0,True,False,Yard,Occupied,False
Rajdhani,Train_18184,18184,100,False,2025-09-11 10:19:00,2025-09-11 16:30:00,43,6.55,0,62,16,2102,101,103,True,STN_35,3,STN_35,8,0,False,False,Main,Under_Maintenance,False
Shatabdi,Train_22842,22842,113,True,2025-09-11 10:18:00,2025-09-11 14:09:00,41,8.79,56,72,59,1045,114,115,True,STN_19,10,STN_19,12,2,True,True,Main,Occupied,True
Superfast,Train_22707,22707,101,True,2025-09-11 10:37:00,2025-09-11 12:40:00,62,13.65,96,35,31,1912,102,102,True,STN_46,2,STN_46,6,0,True,False,Yard,Under_Maintenance,True
Shatabdi,Train_14924,14924,139,False,2025-09-11 10:00:00,2025-09-11 12:16:00,44,2.6,0,77,39,1444,140,140,False,STN_16,4,STN_16,4,3,True,True,Loop,Free,True
Express,Train_20664,20664,184,False,2025-09-11 10:16:00,2025-09-11 12:54:00,67,13.68,0,38,2,234,185,185,True,STN_41,2,STN_41,10,0,True,False,Yard,Under_Maintenance,False
Passenger,Train_12056,12056,147,False,2025-09-11 10:21:00,2025-09-11 13:25:00,51,1.24,45,132,1,1456,148,151,False,STN_18,1,STN_18,3,1,True,True,Loop,Free,False
Vande Bharat,Train_19585,19585,168,True,2025-09-11 10:37:00,2025-09-11 12:24:00,53,16.59,0,38,42,1365,169,172,False,STN_10,3,STN_10,5,3,True,True,Yard,Free,True
Rajdhani,Train_20715,20715,39,False,2025-09-11 10:06:00,2025-09-11 12:16:00,70,5.37,31,72,36,1273,40,40,True,STN_26,5,STN_26,7,1,True,False,Yard,Under_Maintenance,False
Rajdhani,Train_16055,16055,182,False,2025-09-11 10:22:00,2025-09-11 12:37:00,47,13.67,53,57,27,1916,183,186,False,STN_32,2,STN_32,10,6,False,False,Loop,Under_Maintenance,True
Superfast,Train_14541,14541,139,True,2025-09-11 10:04:00,2025-09-11 13:16:00,76,6.43,0,29,24,2242,140,143,True,STN_35,2,STN_35,8,0,False,False,Loop,Free,True
Passenger,Train_13848,13848,146,False,2025-09-11 10:20:00,2025-09-11 10:34:00,51,10.81,16,184,43,864,147,149,False,STN_27,7,STN_27,11,6,False,True,Loop,Free,True
Passenger,Train_22074,22074,15,True,2025-09-11 10:07:00,2025-09-11 12:59:00,66,11.21,24,178,34,1456,16,18,True,STN_29,2,STN_29,9,7,True,False,Main,Under_Maintenance,False
Passenger,Train_15376,15376,118,False,2025-09-11 10:10:00,2025-09-11 14:03:00,72,6.89,96,132,12,436,119,120,True,STN_26,5,STN_26,7,1,True,False,Loop,Under_Maintenance,False
Passenger,Train_21731,21731,11,False,2025-09-11 10:10:00,2025-09-11 12:01:00,39,1.25,100,118,12,1105,12,14,False,STN_41,7,STN_41,10,0,True,False,Loop,Occupied,True
Vande Bharat,Train_21794,21794,28,False,2025-09-11 10:17:00,2025-09-11 10:31:00,64,10.22,55,56,5,564,29,32,True,STN_29,4,STN_29,9,7,True,False,Yard,Under_Maintenance,True
Vande Bharat,Train_16009,16009,36,True,2025-09-11 10:12:00,2025-09-11 13:59:00,38,11.76,0,26,1,2046,37,41,True,STN_12,4,STN_12,9,2,False,True,Loop,Under_Maintenance,False
Rajdhani,Train_18590,18590,126,False,2025-09-11 10:41:00,2025-09-11 11:37:00,70,9.72,0,124,50,1379,127,131,True,STN_45,5,STN_45,10,4,False,False,Yard,Under_Maintenance,False
Express,Train_20843,20843,128,False,2025-09-11 10:00:00,2025-09-11 10:59:00,65,1.23,0,76,2,2108,129,131,True,STN_50,1,STN_50,6,2,True,False,Main,Free,False
Shatabdi,Train_14295,14295,87,True,2025-09-11 10:35:00,2025-09-11 12:59:00,49,19.74,34,44,7,1901,88,89,False,STN_21,9,STN_21,10,4,False,True,Main,Occupied,True
Vande Bharat,Train_15836,15836,118,True,2025-09-11 10:59:00,2025-09-11 14:37:00,86,8.82,120,32,37,1155,119,120,False,STN_18,1,STN_18,3,1,True,True,Loop,Under_Maintenance,False
